customer_id,temperature,time,expiration,age,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y,dest_Home,dest_No Urgent Place,dest_Work,pass_Alone,pass_Friend(s),pass_Kid(s),pass_Partner,weather_Rainy,weather_Snowy,weather_Sunny,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),gender_Female,gender_Male,mar_Divorced,mar_Married partner,mar_Single,mar_Unmarried partner,mar_Widowed
475923,80,2,1,2,0,3,2,5,1,1,2,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
296843,30,4,2,1,0,3,2,9,2,2,5,4,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
393213,80,2,1,3,1,6,2,8,1,4,3,4,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
317232,55,1,2,2,0,3,2,4,1,1,4,3,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
446379,80,2,2,2,1,5,2,7,2,2,3,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
326137,55,4,1,1,0,3,1,2,3,2,3,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
226761,80,4,2,0,0,3,0,5,1,3,4,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
271090,30,2,1,1,0,6,2,9,3,3,3,4,4,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
396327,80,2,2,1,0,3,1,2,3,2,3,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
180409,55,1,2,3,0,5,2,5,1,2,2,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
399923,55,4,2,1,1,6,2,5,1,1,2,2,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
164472,55,4,1,1,0,3,2,3,4,2,5,3,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
249890,55,5,2,1,1,5,2,4,3,5,4,4,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
194742,80,3,1,2,0,3,0,2,1,4,3,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
467577,80,4,2,3,0,3,1,3,1,1,3,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
348896,55,4,1,2,0,3,2,5,1,1,3,2,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
243700,80,2,2,1,0,6,2,5,1,1,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
136715,80,4,1,3,0,5,2,3,1,4,4,5,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
207300,30,5,1,1,0,5,2,9,4,3,2,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
485782,55,4,1,1,1,5,2,8,1,2,3,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
429715,80,2,2,2,1,3,1,8,3,2,4,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
487674,30,5,1,2,0,5,2,6,3,4,3,4,4,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
418541,30,1,2,3,1,5,2,5,4,4,3,3,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
379180,80,3,2,1,0,4,2,4,2,2,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
286071,30,2,1,3,1,5,2,3,1,2,4,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
291035,80,2,1,1,1,3,2,5,1,3,3,2,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
138162,55,3,1,2,1,6,2,9,2,3,3,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
331158,55,1,2,2,0,2,2,2,2,2,3,2,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
321482,80,1,1,1,1,5,2,5,1,1,1,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
213310,55,1,2,1,0,2,2,2,1,1,4,3,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
465674,55,3,1,2,1,5,2,9,2,3,3,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
139934,80,3,2,0,0,3,0,8,1,4,3,4,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
167168,55,2,1,1,0,6,2,7,5,4,4,4,4,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
320948,80,5,1,3,0,6,3,4,1,1,4,3,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
465659,55,1,2,1,0,4,2,4,4,2,3,4,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
430456,55,3,1,3,0,5,3,9,1,1,3,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
302474,55,5,1,3,1,3,2,8,1,5,2,3,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
237934,80,4,1,1,0,5,2,6,2,1,3,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
189120,80,4,2,1,1,3,2,4,1,1,3,3,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
420904,80,5,2,1,1,5,2,6,1,3,4,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
278573,55,3,1,3,1,6,2,9,3,3,4,4,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
337981,80,1,1,1,0,3,0,1,2,5,4,3,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
306468,80,2,2,3,0,3,2,2,3,3,2,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
489210,80,4,1,1,0,3,1,8,1,3,4,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
239176,30,5,2,1,0,5,2,7,1,1,3,4,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
201182,55,5,2,2,1,3,2,9,2,2,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
369938,80,2,1,1,1,5,2,7,1,1,3,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
385975,30,1,1,1,0,3,0,1,2,3,4,4,3,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
421494,55,4,1,1,1,5,2,5,1,1,1,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
324742,80,1,1,2,1,5,2,8,2,5,4,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
246871,80,1,2,2,1,5,2,9,2,1,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
330745,30,4,1,3,1,6,2,9,3,3,5,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
490384,80,1,2,2,0,6,2,9,3,2,3,4,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
470200,30,5,1,1,0,3,2,9,2,2,5,4,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
153117,30,3,1,3,1,5,1,4,1,2,3,3,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
266680,30,3,1,3,1,2,3,2,1,1,4,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
422451,55,1,2,1,0,5,2,8,3,2,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
400421,55,1,2,1,0,3,2,2,1,4,4,4,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
299756,55,3,1,1,0,5,2,9,4,3,3,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
190412,30,1,1,2,1,5,2,4,1,2,3,4,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
220451,80,5,1,1,0,5,0,4,2,3,4,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
401788,55,3,1,2,1,5,2,8,2,5,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
278299,80,4,1,0,1,3,2,4,1,5,5,5,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
155886,80,3,2,1,0,5,2,7,3,2,4,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
240997,55,5,1,3,0,6,2,4,3,4,4,4,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
408258,80,4,2,1,0,5,2,3,4,3,3,4,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
229194,80,4,1,1,0,5,2,5,1,1,3,3,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
150662,80,2,2,1,1,3,1,4,3,4,3,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
447643,80,2,2,1,0,3,0,2,3,2,4,2,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
469293,30,4,2,1,1,5,2,3,2,1,3,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
217601,30,2,1,3,1,5,2,5,4,4,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
222329,30,5,2,1,0,4,2,3,4,3,4,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
399758,55,2,2,1,0,5,2,2,1,3,5,3,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
294706,80,2,1,2,1,4,2,9,1,2,4,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
313559,30,4,1,3,1,4,2,5,1,3,4,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
148154,80,4,1,2,0,6,2,9,3,2,3,4,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
147600,80,2,2,0,0,3,0,5,1,3,4,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
361939,80,1,1,1,0,5,0,5,2,1,4,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
143333,80,5,2,1,0,3,2,9,2,2,5,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
460273,80,3,2,3,1,3,2,4,1,3,1,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
305490,80,2,2,2,1,6,2,7,2,5,4,5,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
347506,80,2,1,1,0,5,2,2,3,4,4,4,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
320852,55,1,2,3,0,5,2,7,3,1,3,4,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
404414,80,1,2,1,1,5,2,3,4,2,3,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
161822,80,3,1,2,0,4,2,2,2,4,3,2,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
308945,80,4,1,1,0,5,2,5,4,3,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
267133,80,4,2,1,0,2,1,9,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
264615,55,3,1,3,1,4,2,3,1,1,2,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
450217,30,1,1,1,0,3,1,2,1,2,3,4,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
173276,80,2,1,3,1,5,2,3,1,2,3,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
216909,30,1,1,1,0,5,2,9,4,3,3,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
323922,80,4,1,1,0,3,2,9,2,2,5,4,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
263375,55,4,1,1,0,3,2,4,1,2,3,5,5,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
491326,80,4,1,3,1,3,2,6,3,1,3,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
289031,55,3,1,2,1,3,2,6,1,3,4,3,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
302869,55,4,1,1,0,5,2,9,4,3,3,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
195277,30,1,1,1,1,6,2,5,3,5,4,3,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
221345,80,4,2,2,1,4,2,7,2,1,4,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
259428,80,4,2,1,1,5,1,9,1,4,4,4,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
164579,80,3,1,1,0,3,2,3,5,4,5,4,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
370787,80,4,1,3,1,5,1,4,1,2,3,3,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
174712,80,4,2,2,1,5,2,6,1,2,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
439731,80,5,1,1,0,2,1,3,2,3,4,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
332821,80,3,1,3,1,6,3,2,3,4,4,4,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
155514,55,5,2,1,0,4,1,1,2,2,2,3,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
258521,30,3,1,2,0,2,2,2,2,2,3,2,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
325942,80,5,1,3,1,4,3,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
214630,80,3,2,1,1,3,2,4,3,1,3,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
394836,30,5,1,3,0,6,1,2,1,4,3,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
488647,30,4,1,2,1,3,2,2,1,3,2,3,4,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
465793,80,2,2,1,0,3,1,2,1,2,3,4,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
149235,30,5,2,2,1,6,2,8,2,3,3,2,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
279041,80,2,2,1,0,3,0,1,2,3,4,4,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
205139,80,4,2,3,1,6,2,3,1,3,2,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
267728,80,5,1,1,0,5,2,4,1,2,3,3,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
433941,55,3,1,1,0,3,0,2,2,1,2,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
459293,80,5,1,2,1,5,2,4,1,2,3,4,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
361546,55,4,1,3,1,4,2,9,2,1,5,4,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
233586,55,1,1,3,0,6,3,4,1,1,4,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
292587,80,4,1,2,0,3,2,3,2,4,3,3,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
379842,80,2,2,3,1,5,3,8,1,1,2,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
208702,55,1,1,3,0,6,2,2,1,1,4,4,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
363575,80,4,2,2,1,5,2,6,1,1,2,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
306134,55,1,1,1,0,3,2,2,1,3,4,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
284059,80,5,1,1,0,5,2,8,3,4,3,5,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
375436,55,4,1,2,1,6,2,8,2,2,3,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
470708,55,1,2,3,1,4,2,9,2,1,5,4,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
338553,80,2,1,1,0,5,2,3,2,2,4,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
375922,80,4,2,3,1,6,2,9,3,3,5,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
218780,80,4,2,3,1,5,3,1,1,4,5,5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
294939,30,1,1,1,0,2,2,3,2,2,3,3,3,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
174332,55,1,1,2,1,6,2,9,2,3,3,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
234643,55,2,1,2,1,5,2,4,2,2,3,3,3,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
228474,55,4,1,1,0,5,2,2,1,2,3,3,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
197985,80,3,2,1,0,6,2,6,2,2,4,4,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
157509,80,1,2,0,0,3,0,6,1,3,4,3,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
389664,55,1,1,1,0,5,1,9,1,4,5,4,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
434257,30,5,1,1,0,6,2,5,2,3,2,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
388226,80,1,2,1,0,3,0,9,2,3,3,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
221297,55,1,1,1,1,3,2,5,1,3,3,2,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
407481,80,2,1,1,0,3,1,4,2,2,3,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
441906,80,3,1,1,0,5,2,3,4,3,3,4,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
384077,80,4,1,2,1,6,3,5,1,1,2,4,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
350292,30,5,1,1,1,3,2,3,3,4,2,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
373726,55,3,1,1,1,6,1,6,1,2,3,2,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
473374,80,3,1,1,0,5,2,5,1,1,4,4,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
299725,80,4,2,2,0,2,2,2,2,2,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
384170,80,4,2,1,0,5,0,2,2,5,5,5,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
142517,80,1,1,1,0,5,0,5,2,1,4,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
282973,55,3,1,1,0,5,2,7,1,1,4,4,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
233939,55,4,2,1,0,3,0,1,5,5,3,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
423538,80,4,2,3,1,6,2,3,1,3,2,4,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
199832,55,1,1,1,0,5,2,3,1,1,5,2,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
253768,30,2,1,3,1,4,3,4,1,1,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
167047,80,1,2,1,0,5,2,7,3,3,4,4,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
382620,30,5,2,3,0,5,2,3,1,4,4,5,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
135923,55,3,1,1,0,5,2,2,3,4,4,4,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
204547,80,4,2,1,1,5,2,5,1,2,2,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
382881,55,1,2,1,0,2,2,4,1,2,4,4,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
302491,55,1,1,1,0,5,2,5,1,3,3,2,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
437950,80,1,1,1,1,3,0,2,3,3,4,4,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
368022,30,5,1,1,0,5,2,8,5,2,3,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
292963,55,5,2,1,1,5,2,7,3,1,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
293114,55,5,2,1,0,4,2,7,1,2,4,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
489962,30,1,1,1,1,4,1,5,1,3,3,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
